year,month,day,time,hour,date,date_posix,lat,lon,daily_solarexp,daily_rainfall,daily_maxtemp,male_az,sun_al,sun_az,offset,condition
2019,10,22,1140,1200,22/10/19,22/10/19 11:40,-33.35748,151.50173,26.6,0,32.7,155,69,55.3,100,sunblock
2019,10,22,1141,1200,22/10/19,22/10/19 11:41,-33.35748,151.50173,26.6,0,32.7,8,69.2,54.9,47,sunblock
2019,10,22,1151,1200,22/10/19,22/10/19 11:51,-33.35748,151.50173,26.6,0,32.7,101,70.8,50,51,sunblock
2019,10,22,1152,1200,22/10/19,22/10/19 11:52,-33.35748,151.50173,26.6,0,32.7,220,71,49.5,171,sunblock
2019,10,22,1154,1200,22/10/19,22/10/19 11:54,-33.35748,151.50173,26.6,0,32.7,225,71.3,48.4,177,sunblock
2019,10,22,1222,1200,22/10/19,22/10/19 12:22,-33.35748,151.50173,26.6,0,32.7,84,75,29.5,55,sunblock
2019,10,22,1224,1200,22/10/19,22/10/19 12:24,-33.35748,151.50173,26.6,0,32.7,4,75.2,27.9,24,sunblock
2019,10,22,1226,1200,22/10/19,22/10/19 12:26,-33.35748,151.50173,26.6,0,32.7,247,75.4,26.2,139,sunblock
2019,10,22,1228,1200,22/10/19,22/10/19 12:28,-33.35748,151.50173,26.6,0,32.7,319,75.6,24.4,65,sunblock
2019,10,22,1229,1200,22/10/19,22/10/19 12:29,-33.35748,151.50173,26.6,0,32.7,117,75.7,23.5,94,sunblock
2019,10,22,1236,1300,22/10/19,22/10/19 12:36,-33.35748,151.50173,26.6,0,32.7,331,76.2,17.1,46,sunblock
2019,10,22,1257,1300,22/10/19,22/10/19 12:57,-33.35748,151.50173,26.6,0,32.7,236,76.7,356.1,120,sunblock
2019,10,22,1320,1300,22/10/19,22/10/19 13:20,-33.35748,151.50173,26.6,0,32.7,314,75.4,334.1,20,sunblock
2019,10,22,1324,1300,22/10/19,22/10/19 13:24,-33.35748,151.50173,26.6,0,32.7,161,75.1,330.8,170,sunblock
2019,10,22,1330,1400,22/10/19,22/10/19 13:30,-33.35748,151.50173,26.6,0,32.7,53,74.4,326,87,sunblock
2019,10,22,1337,1400,22/10/19,22/10/19 13:37,-33.35748,151.50173,26.6,0,32.7,190,73.5,321,131,sunblock
2019,10,22,1349,1400,22/10/19,22/10/19 13:49,-33.35748,151.50173,26.6,0,32.7,348,71.8,313.4,35,sunblock
2019,10,22,1358,1400,22/10/19,22/10/19 13:58,-33.35748,151.50173,26.6,0,32.7,85,70.4,308.6,136,sunblock
2019,10,22,1402,1400,22/10/19,22/10/19 14:02,-33.35748,151.50173,26.6,0,32.7,29,69.8,306.6,82,sunblock
2019,10,22,1418,1400,22/10/19,22/10/19 14:18,-33.35748,151.50173,26.6,0,32.7,113,67,299.8,173,sunblock
2019,10,22,1420,1400,22/10/19,22/10/19 14:20,-33.35748,151.50173,26.6,0,32.7,294,66.6,299,5,sunblock
2019,10,22,1434,1500,22/10/19,22/10/19 14:34,-33.35748,151.50173,26.6,0,32.7,85,64,294.3,151,sunblock
2019,10,22,1439,1500,22/10/19,22/10/19 14:39,-33.35748,151.50173,26.6,0,32.7,1,63,292.7,68,sunblock
2019,10,22,1441,1500,22/10/19,22/10/19 14:41,-33.35748,151.50173,26.6,0,32.7,278,62.6,292.2,14,sunblock
2019,10,22,1443,1500,22/10/19,22/10/19 14:43,-33.35748,151.50173,26.6,0,32.7,85,62.3,291.6,153,sunblock
2019,10,22,1456,1500,22/10/19,22/10/19 14:56,-33.35748,151.50173,26.6,0,32.7,38,59.7,288.1,110,sunblock
2019,10,22,1501,1500,22/10/19,22/10/19 15:01,-33.35748,151.50173,26.6,0,32.7,225,58.7,286.9,62,sunblock
2019,10,22,1530,1500,22/10/19,22/10/19 15:30,-33.35748,151.50173,26.6,0,32.7,147,52.8,280.8,134,sunblock
2019,10,22,1535,1600,22/10/19,22/10/19 15:35,-33.35748,151.50173,26.6,0,32.7,159,51.8,279.9,121,sunblock
2019,10,22,1537,1600,22/10/19,22/10/19 15:37,-33.35748,151.50173,26.6,0,32.7,86,51.4,279.5,167,sunblock
2019,10,22,1537,1600,22/10/19,22/10/19 15:37,-33.35748,151.50173,26.6,0,32.7,344,51.4,279.5,65,sunblock
2019,10,22,1541,1600,22/10/19,22/10/19 15:41,-33.35748,151.50173,26.6,0,32.7,231,50.6,278.8,48,sunblock
2019,10,22,1544,1600,22/10/19,22/10/19 15:44,-33.35748,151.50173,26.6,0,32.7,339,49.9,278.3,61,sunblock
2019,10,22,1547,1600,22/10/19,22/10/19 15:47,-33.35748,151.50173,26.6,0,32.7,66,49.3,277.7,148,sunblock
2019,10,22,1549,1600,22/10/19,22/10/19 15:49,-33.35748,151.50173,26.6,0,32.7,132,48.9,277.4,145,sunblock
2019,10,22,1557,1600,22/10/19,22/10/19 15:57,-33.35748,151.50173,26.6,0,32.7,294,47.3,276.1,18,sunblock
2019,10,22,1602,1600,22/10/19,22/10/19 16:02,-33.35748,151.50173,26.6,0,32.7,137,46.2,275.3,138,sunblock
2019,10,22,1604,1600,22/10/19,22/10/19 16:04,-33.35748,151.50173,26.6,0,32.7,29,45.8,275,114,sunblock
2019,10,22,1605,1600,22/10/19,22/10/19 16:05,-33.35748,151.50173,26.6,0,32.7,114,45.6,274.8,161,sunblock
2019,10,22,1611,1600,22/10/19,22/10/19 16:11,-33.35748,151.50173,26.6,0,32.7,121,44.3,273.9,153,sunblock
2019,10,22,1613,1600,22/10/19,22/10/19 16:13,-33.35748,151.50173,26.6,0,32.7,168,43.9,273.6,106,sunblock
2019,10,22,1616,1600,22/10/19,22/10/19 16:16,-33.35748,151.50173,26.6,0,32.7,250,43.3,273.1,23,sunblock
2019,10,22,1621,1600,22/10/19,22/10/19 16:21,-33.35748,151.50173,26.6,0,32.7,322,42.3,272.4,50,sunblock
2019,10,22,1623,1600,22/10/19,22/10/19 16:23,-33.35748,151.50173,26.6,0,32.7,325,41.8,272.1,53,sunblock
2019,10,22,1626,1600,22/10/19,22/10/19 16:26,-33.35748,151.50173,26.6,0,32.7,88,41.2,271.7,176,sunblock
2019,10,23,731,800,23/10/19,23/10/19 7:31,-33.35748,151.50173,25.2,0,34.3,322,18.5,102.2,140,sunblock
2019,10,23,732,800,23/10/19,23/10/19 7:32,-33.35748,151.50173,25.2,0,34.3,31,17,92,61,sunblock
2019,10,23,733,800,23/10/19,23/10/19 7:33,-33.35748,151.50173,25.2,0,34.3,236,17,92,144,sunblock
2019,10,23,733,800,23/10/19,23/10/19 7:33,-33.35748,151.50173,25.2,0,34.3,232,17,92,140,sunblock
2019,10,23,734,800,23/10/19,23/10/19 7:34,-33.35748,151.50173,25.2,0,34.3,10,17,92,82,sunblock
2019,10,23,734,800,23/10/19,23/10/19 7:34,-33.35748,151.50173,25.2,0,34.3,276,17,92,176,sunblock
2019,10,23,735,800,23/10/19,23/10/19 7:35,-33.35748,151.50173,25.2,0,34.3,19,19.3,101.7,83,sunblock
2019,10,23,735,800,23/10/19,23/10/19 7:25,-33.35748,151.50173,25.2,0,34.3,189,16,93,96,sunblock
2019,10,23,737,800,23/10/19,23/10/19 7:37,-33.35748,151.50173,25.2,0,34.3,204,19.7,101.4,103,sunblock
2019,10,23,740,800,23/10/19,23/10/19 7:40,-33.35748,151.50173,25.2,0,34.3,90,19,91,1,sunblock
2019,10,23,742,800,23/10/19,23/10/19 7:42,-33.35748,151.50173,25.2,0,34.3,271,19,91,180,sunblock
2019,10,23,743,800,23/10/19,23/10/19 7:43,-33.35748,151.50173,25.2,0,34.3,46,21,100.7,55,sunblock
2019,10,23,743,800,23/10/19,23/10/19 7:43,-33.35748,151.50173,25.2,0,34.3,301,19,91,150,sunblock
2019,10,23,744,800,23/10/19,23/10/19 7:44,-33.35748,151.50173,25.2,0,34.3,328,21.2,100.6,133,sunblock
2019,10,23,744,800,23/10/19,23/10/19 7:44,-33.35748,151.50173,25.2,0,34.3,181,21.2,100.6,80,sunblock
2019,10,23,744,800,23/10/19,23/10/19 7:44,-33.35748,151.50173,25.2,0,34.3,190,20,91,99,sunblock
2019,10,23,744,800,23/10/19,23/10/19 7:44,-33.35748,151.50173,25.2,0,34.3,21,20,91,70,sunblock
2019,10,23,745,800,23/10/19,23/10/19 7:45,-33.35748,151.50173,25.2,0,34.3,198,20,90,108,sunblock
2019,10,23,748,800,23/10/19,23/10/19 7:48,-33.35748,151.50173,25.2,0,34.3,158,20,90,68,sunblock
2019,10,23,748,800,23/10/19,23/10/19 7:48,-33.35748,151.50173,25.2,0,34.3,8,20,90,82,sunblock
2019,10,23,748,800,23/10/19,23/10/19 7:28,-33.35748,151.50173,25.2,0,34.3,152,16,93,59,sunblock
2019,10,23,749,800,23/10/19,23/10/19 7:49,-33.35748,151.50173,25.2,0,34.3,231,22.2,100,131,sunblock
2019,10,23,750,800,23/10/19,23/10/19 7:50,-33.35748,151.50173,25.2,0,34.3,247,21,90,157,sunblock
2019,10,23,753,800,23/10/19,23/10/19 7:53,-33.35748,151.50173,25.2,0,34.3,129,21,89,40,sunblock
2019,10,23,756,800,23/10/19,23/10/19 7:56,-33.35748,151.50173,25.2,0,34.3,324,22,89,125,sunblock
2019,10,23,807,800,23/10/19,23/10/19 8:07,-33.35748,151.50173,25.2,0,34.3,332,24,87,115,sunblock
2019,10,23,816,800,23/10/19,23/10/19 8:16,-33.35748,151.50173,25.2,0,34.3,56,26,86,30,sunblock
2019,10,23,819,800,23/10/19,23/10/19 8:19,-33.35748,151.50173,25.2,0,34.3,119,28.4,96.3,23,sunblock
2019,10,23,827,800,23/10/19,23/10/19 8:27,-33.35748,151.50173,25.2,0,34.3,165,29,84,81,sunblock
2019,10,23,830,800,23/10/19,23/10/19 8:30,-33.35748,151.50173,25.2,0,34.3,55,29,84,29,sunblock
2019,10,23,833,900,23/10/19,23/10/19 8:33,-33.35748,151.50173,25.2,0,34.3,339,30,84,105,sunblock
2019,10,23,836,900,23/10/19,23/10/19 8:36,-33.35748,151.50173,25.2,0,34.3,223,31.9,94.1,129,sunblock
2019,10,23,839,900,23/10/19,23/10/19 8:39,-33.35748,151.50173,25.2,0,34.3,213,32.6,93.7,119,sunblock
2019,10,23,840,900,23/10/19,23/10/19 8:40,-33.35748,151.50173,25.2,0,34.3,137,31,83,54,sunblock
2019,10,23,852,900,23/10/19,23/10/19 8:52,-33.35748,151.50173,25.2,0,34.3,84,35.3,92,8,sunblock
2019,10,23,906,900,23/10/19,23/10/19 9:06,-33.35748,151.50173,25.2,0,34.3,292,38.2,90.2,158,sunblock
2019,10,23,919,900,23/10/19,23/10/19 9:19,-33.35748,151.50173,25.2,0,34.3,205,39,76,129,sunblock
2019,10,23,923,900,23/10/19,23/10/19 9:23,-33.35748,151.50173,25.2,0,34.3,17,41.7,87.8,71,sunblock
2019,10,23,933,1000,23/10/19,23/10/19 9:33,-33.35748,151.50173,25.2,0,34.3,206,43.8,86.3,120,sunblock
2019,10,23,936,1000,23/10/19,23/10/19 9:36,-33.35748,151.50173,25.2,0,34.3,97,44.4,85.9,11,sunblock
2019,10,23,938,1000,23/10/19,23/10/19 9:38,-33.35748,151.50173,25.2,0,34.3,122,44.9,85.5,37,sunblock
2019,10,23,941,900,23/10/19,23/10/19 9:41,-33.35748,151.50173,25.2,0,34.3,327,45.5,85.1,118,sunblock
2019,10,23,943,1000,23/10/19,23/10/19 9:43,-33.35748,151.50173,25.2,0,34.3,62,45.9,84.8,23,sunblock
2019,10,23,951,1000,23/10/19,23/10/19 9:51,-33.35748,151.50173,25.2,0,34.3,100,46,70,30,sunblock
2019,10,23,953,1000,23/10/19,23/10/19 9:53,-33.35748,151.50173,25.2,0,34.3,205,46,69,136,sunblock
2019,10,23,1040,1100,23/10/19,23/10/19 10:40,-33.35748,151.50173,25.2,0,34.3,32,55,58,26,sunblock
2019,10,23,1117,1100,23/10/19,23/10/19 11:17,-33.35748,151.50173,25.2,0,34.3,279,64.8,64,145,sunblock
2019,10,23,1123,1100,23/10/19,23/10/19 11:23,-33.35748,151.50173,25.2,0,34.3,280,65.9,62,142,sunblock
2019,10,23,1129,1100,23/10/19,23/10/19 11:29,-33.35748,151.50173,25.2,0,34.3,19,67,59.8,41,sunblock
2019,10,23,1130,1100,23/10/19,23/10/19 11:30,-33.35748,151.50173,25.2,0,34.3,205,67.2,59.4,146,sunblock
2019,10,23,1140,1200,23/10/19,23/10/19 11:40,-33.35748,151.50173,25.2,0,34.3,6,64,35,29,sunblock
2019,10,23,1201,1200,23/10/19,23/10/19 12:01,-33.35748,151.50173,25.2,0,34.3,229,66,24,155,sunblock
2019,10,23,1202,1200,23/10/19,23/10/19 12:02,-33.35748,151.50173,25.2,0,34.3,114,72.5,43.6,70,sunblock
2019,10,23,1216,1200,23/10/19,23/10/19 12:16,-33.35748,151.50173,25.2,0,34.3,199,67,15,176,sunblock
2019,10,23,1227,1200,23/10/19,23/10/19 12:27,-33.35748,151.50173,25.2,0,34.3,284,68,8,84,sunblock
2019,10,23,1235,1300,23/10/19,23/10/19 12:35,-33.35748,151.50173,25.2,0,34.3,79,68,3,76,sunblock
2019,10,23,1236,1200,23/10/19,23/10/19 12:36,-33.35748,151.50173,25.2,0,34.3,336,76.1,17,41,sunblock
2019,10,23,1237,1300,23/10/19,23/10/19 12:37,-33.35748,151.50173,25.2,0,34.3,155,68,1,154,sunblock
2019,10,23,1251,1300,23/10/19,23/10/19 12:51,-33.35748,151.50173,25.2,0,34.3,178,76.7,2.1,176,sunblock
2019,10,23,1253,1300,23/10/19,23/10/19 12:53,-33.35748,151.50173,25.2,0,34.3,106,68,351,115,sunblock
2019,10,23,1258,1300,23/10/19,23/10/19 12:58,-33.35748,151.50173,25.2,0,34.3,96,76.6,355,101,sunblock
2019,10,23,1302,1300,23/10/19,23/10/19 13:02,-33.35748,151.50173,25.2,0,34.3,335,67,345,10,sunblock
2019,10,23,1310,1300,23/10/19,23/10/19 13:10,-33.35748,151.50173,25.2,0,34.3,186,67,340,154,sunblock
2019,10,23,1313,1300,23/10/19,23/10/19 13:13,-33.35748,151.50173,25.2,0,34.3,223,76,340.4,117,sunblock
2019,10,23,1316,1300,23/10/19,23/10/19 13:16,-33.35748,151.50173,25.2,0,34.3,273,75.7,337.6,65,sunblock
2019,10,23,1321,1300,23/10/19,23/10/19 13:21,-33.35748,151.50173,25.2,0,34.3,160,75.3,333.3,173,sunblock
2019,10,23,1338,1400,23/10/19,23/10/19 13:38,-33.35748,151.50173,25.2,0,34.3,44,64,325,79,sunblock
2019,10,23,1612,1600,23/10/19,23/10/19 16:12,-33.35748,151.50173,25.2,0,34.3,178,44.1,273.8,96,sunblock
2019,10,24,736,800,24/10/19,24/10/19 7:36,-33.35748,151.50173,26.4,0,32.7,63,19.6,101.7,39,sunblock
2019,10,24,737,800,24/10/19,24/10/19 7:37,-33.35748,151.50173,26.4,0,32.7,79,19.8,101.6,23,sunblock
2019,10,24,738,800,24/10/19,24/10/19 7:38,-33.35748,151.50173,26.4,0,32.7,305,20,101.5,157,sunblock
2019,10,24,739,800,24/10/19,24/10/19 7:39,-33.35748,151.50173,26.4,0,32.7,198,20.2,101.4,97,sunblock
2019,10,24,743,800,24/10/19,24/10/19 7:43,-33.35748,151.50173,26.4,0,32.7,282,21,100.9,179,sunblock
2019,10,24,751,800,24/10/19,24/10/19 7:51,-33.35748,151.50173,26.4,0,32.7,144,22.6,99.9,44,sunblock
2019,10,24,800,800,24/10/19,24/10/19 8:00,-33.35748,151.50173,26.4,0,32.7,280,24.5,98.8,179,sunblock
2019,10,24,815,800,24/10/19,24/10/19 8:15,-33.35748,151.50173,26.4,0,32.7,137,27.6,96.9,40,sunblock
2019,10,24,821,800,24/10/19,24/10/19 8:21,-33.35748,151.50173,26.4,0,32.7,338,28.8,96.2,118,sunblock
2019,10,24,848,900,24/10/19,24/10/19 8:48,-33.35748,151.50173,26.4,0,32.7,297,34.5,92.8,156,sunblock
2019,10,24,900,900,24/10/19,24/10/19 9:00,-33.35748,151.50173,26.4,0,32.7,101,37,91.2,10,sunblock
2019,10,24,904,900,24/10/19,24/10/19 9:04,-33.35748,151.50173,26.4,0,32.7,207,37.8,90.6,116,sunblock
2019,10,24,910,900,24/10/19,24/10/19 9:10,-33.35748,151.50173,26.4,0,32.7,131,39.1,89.8,41,sunblock
2019,10,24,927,900,24/10/19,24/10/19 9:27,-33.35748,151.50173,26.4,0,32.7,56,42.6,87.4,31,sunblock
2019,10,24,949,900,24/10/19,24/10/19 9:49,-33.35748,151.50173,26.4,0,32.7,274,47.2,84,170,sunblock
2019,10,24,949,1000,24/10/19,24/10/19 9:49,-33.35748,151.50173,26.4,0,32.7,339,47.2,84,105,sunblock
2019,10,24,1009,1000,24/10/19,24/10/19 10:09,-33.35748,151.50173,26.4,0,32.7,19,51.3,80.7,62,sunblock
2019,10,24,1016,1000,24/10/19,24/10/19 10:16,-33.35748,151.50173,26.4,0,32.7,216,52.8,79.4,137,sunblock
2019,10,24,1018,1000,24/10/19,24/10/19 10:18,-33.35748,151.50173,26.4,0,32.7,7,53.2,79,72,sunblock
2019,10,24,1018,1000,24/10/19,24/10/19 10:18,-33.35748,151.50173,26.4,0,32.7,38,53.2,79,41,sunblock
2019,10,24,1032,1100,24/10/19,24/10/19 10:32,-33.35748,151.50173,26.4,0,32.7,111,56,76.2,35,sunblock
2019,10,24,1043,1100,24/10/19,24/10/19 10:43,-33.35748,151.50173,26.4,0,32.7,2,58.3,73.8,72,sunblock
2019,10,24,1047,1100,24/10/19,24/10/19 10:47,-33.35748,151.50173,26.4,0,32.7,328,59.1,72.8,105,sunblock
2019,10,24,1056,1100,24/10/19,24/10/19 10:56,-33.35748,151.50173,26.4,0,32.7,170,60.8,70.6,99,sunblock
2019,10,24,1111,1100,24/10/19,24/10/19 11:11,-33.35748,151.50173,26.4,0,32.7,42,63.8,66.3,24,sunblock
2019,10,24,1119,1100,24/10/19,24/10/19 11:19,-33.35748,151.50173,26.4,0,32.7,211,65.3,63.7,147,sunblock
2019,10,24,1137,1200,24/10/19,24/10/19 11:37,-33.35748,151.50173,26.4,0,32.7,258,68.5,56.9,159,sunblock
2019,10,24,1156,1200,24/10/19,24/10/19 11:56,-33.35748,151.50173,26.4,0,32.7,323,71.7,47.6,85,sunblock
2019,10,24,1224,1200,24/10/19,24/10/19 12:24,-33.35748,151.50173,26.4,0,32.7,223,75.3,28.1,165,sunblock
2019,10,24,1232,1200,24/10/19,24/10/19 12:32,-33.35748,151.50173,26.4,0,32.7,302,76,21,79,sunblock
2019,10,24,1238,1300,24/10/19,24/10/19 12:38,-33.35748,151.50173,26.4,0,32.7,110,76.4,15.4,95,sunblock
2019,10,24,1240,1300,24/10/19,24/10/19 12:40,-33.35748,151.50173,26.4,0,32.7,255,76.5,13.4,118,sunblock
2019,10,24,1258,1300,24/10/19,24/10/19 12:58,-33.35748,151.50173,26.4,0,32.7,146,76.8,355.1,151,sunblock
2019,10,24,1306,1300,24/10/19,24/10/19 13:36,-33.35748,151.50173,26.4,0,32.7,108,73.8,321.5,147,sunblock
2019,10,24,1322,1300,24/10/19,24/10/19 13:22,-33.35748,151.50173,26.4,0,32.7,129,75.4,332.3,157,sunblock
2019,10,24,1325,1300,24/10/19,24/10/19 13:25,-33.35748,151.50173,26.4,0,32.7,175,75.1,329.8,155,sunblock
2019,10,24,1346,1400,24/10/19,24/10/19 13:46,-33.35748,151.50173,26.4,0,32.7,69,72.4,315,114,sunblock
2019,10,24,1351,1400,24/10/19,24/10/19 13:51,-33.35748,151.50173,26.4,0,32.7,148,71.6,312.1,164,sunblock
2019,10,24,1351,1400,24/10/19,24/10/19 13:51,-33.35748,151.50173,26.4,0,32.7,69,71.6,312.1,117,sunblock
2019,10,24,1418,1400,24/10/19,24/10/19 14:18,-33.35748,151.50173,26.4,0,32.7,162,67,299.6,138,sunblock
2019,10,24,1423,1400,24/10/19,24/10/19 14:23,-33.35748,151.50173,26.4,0,32.7,260,66.1,297.8,38,sunblock
2019,10,24,1427,1400,24/10/19,24/10/19 14:27,-33.35748,151.50173,26.4,0,32.7,268,65.4,296.4,28,sunblock
2019,10,24,1433,1500,24/10/19,24/10/19 14:33,-33.35748,151.50173,26.4,0,32.7,329,64.2,294.4,35,sunblock
2019,10,24,1446,1500,24/10/19,24/10/19 14:46,-33.35748,151.50173,26.4,0,32.7,13,61.7,290.6,82,sunblock
2019,10,24,1453,1500,24/10/19,24/10/19 14:53,-33.35748,151.50173,26.4,0,32.7,192,60.4,288.7,97,sunblock
2019,10,24,1522,1500,24/10/19,24/10/19 15:22,-33.35748,151.50173,26.4,0,32.7,324,54.5,282.2,42,sunblock
2019,10,24,1523,1500,24/10/19,24/10/19 15:23,-33.35748,151.50173,26.4,0,32.7,352,54.3,282,70,sunblock
2019,10,24,1527,1500,24/10/19,24/10/19 15:27,-33.35748,151.50173,26.4,0,32.7,90,53.5,281.2,169,sunblock
2019,10,24,1529,1500,24/10/19,24/10/19 15:29,-33.35748,151.50173,26.4,0,32.7,184,53.1,280.8,97,sunblock
2019,10,24,1536,1600,24/10/19,24/10/19 15:36,-33.35748,151.50173,26.4,0,32.7,320,51.7,279.5,41,sunblock
2019,10,24,1539,1600,24/10/19,24/10/19 15:39,-33.35748,151.50173,26.4,0,32.7,132,51,279,147,sunblock
2019,10,24,1548,1600,24/10/19,24/10/19 15:48,-33.35748,151.50173,26.4,0,32.7,181,49.2,277.4,96,sunblock
2019,10,24,1558,1600,24/10/19,24/10/19 15:58,-33.35748,151.50173,26.4,0,32.7,315,47.1,275.8,39,sunblock
2019,10,24,1600,1600,24/10/19,24/10/19 16:00,-33.35748,151.50173,26.4,0,32.7,221,46.7,275.5,55,sunblock
2019,10,24,1608,1600,24/10/19,24/10/19 16:08,-33.35748,151.50173,26.4,0,32.7,26,45,274.2,112,sunblock
2019,10,24,1610,1600,24/10/19,24/10/19 16:10,-33.35748,151.50173,26.4,0,32.7,300,44.6,273.9,26,sunblock
2019,10,24,1616,1600,24/10/19,24/10/19 16:16,-33.35748,151.50173,26.4,0,32.7,290,43.4,273,17,sunblock